id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
12453,Ralph,Citarella,R,R,180,72,1983-09-13,1987-07-10,1958,2,7,"East Orange",NJ,USA
12454,Dave,Huppert,R,R,190,73,1983-09-15,1985-10-06,1957,4,17,"South Gate",CA,USA
12455,Mike,Diaz,R,R,195,74,1983-09-15,1988-10-02,1960,4,15,"San Francisco",CA,USA
12456,Tim,Hulett,R,R,185,72,1983-09-15,1995-05-14,1960,1,12,Springfield,IL,USA
12457,Dennis,Rasmussen,L,L,230,79,1983-09-16,1995-07-01,1959,4,18,"Los Angeles",CA,USA
12458,Dion,James,L,L,170,73,1983-09-16,1996-04-21,1962,11,9,Philadelphia,PA,USA
12459,Gerry,Davis,R,R,185,72,1983-09-20,1985-10-06,1958,12,25,Trenton,NJ,USA
12460,Larry,White,R,R,190,77,1983-09-20,1984-09-25,1958,9,24,"San Fernando",CA,USA
12461,Marty,Decker,R,R,168,71,1983-09-20,1983-10-02,1957,6,7,Upland,CA,USA
12462,Sid,Fernandez,L,L,220,73,1983-09-20,1997-04-05,1962,10,12,Honolulu,HI,USA
12463,Andy,Beene,R,R,205,75,1983-09-22,1984-08-24,1956,10,13,Freeport,TX,USA
12464,Darren,Daulton,L,R,195,74,1983-09-25,1997-09-28,1962,1,3,"Arkansas City",KS,USA
12465,Donnie,Scott,B,R,185,71,1983-09-30,1991-10-04,1961,8,16,Dunedin,FL,USA
12466,Don,Carman,L,L,195,75,1983-10-01,1992-07-18,1959,8,14,"Oklahoma City",OK,USA
12467,Ross,Jones,R,R,185,74,1984-04-02,1987-10-04,1960,1,14,Miami,FL,USA
12468,Barbaro,Garbey,R,R,170,70,1984-04-03,1988-10-02,1956,12,4,"Santiago de Cuba","Santiago de Cuba",Cuba
12469,Dave,Meier,R,R,195,72,1984-04-03,1988-09-29,1959,8,8,Helena,MT,USA
12470,Dwight,Lowry,L,R,210,75,1984-04-03,1988-04-23,1957,10,23,Lumberton,NC,USA
12471,Keith,Comstock,L,L,174,72,1984-04-03,1991-08-05,1955,12,23,"San Francisco",CA,USA
12472,Bret,Saberhagen,R,R,160,73,1984-04-04,2001-08-07,1964,4,11,"Chicago Heights",IL,USA
12473,Frank,Williams,R,R,180,73,1984-04-05,1989-09-27,1958,2,13,Seattle,WA,USA
12474,Henry,Cotto,R,R,178,74,1984-04-05,1993-09-30,1961,1,5,"New York",NY,USA
12475,Jeff,Reed,L,R,190,74,1984-04-05,2000-10-01,1962,11,12,Joliet,IL,USA
12476,Jose,Rijo,R,R,200,73,1984-04-05,2002-09-28,1965,5,13,"San Cristobal","San Cristobal",D.R.
12477,Ron,Romanick,R,R,195,76,1984-04-05,1986-07-21,1960,11,6,Burley,ID,USA
12478,Jimmy,Key,R,L,185,73,1984-04-06,1998-09-20,1961,4,22,Huntsville,AL,USA
12479,Mark,Gubicza,R,R,215,78,1984-04-06,1997-04-11,1962,8,14,Philadelphia,PA,USA
12480,Mike,Smith,R,R,175,72,1984-04-06,1989-09-30,1961,2,23,Jackson,MS,USA
12481,Dwight,Gooden,R,R,190,74,1984-04-07,2000-09-29,1964,11,16,Tampa,FL,USA
12482,Jeff,Robinson,R,R,195,76,1984-04-07,1992-10-03,1960,12,13,"Santa Ana",CA,USA
12483,Mark,Langston,R,L,177,74,1984-04-07,1999-09-24,1960,8,20,"San Diego",CA,USA
12484,Ricky,Horton,L,L,195,74,1984-04-07,1990-07-23,1959,7,30,Poughkeepsie,NY,USA
12485,Jeff,Bettendorf,R,R,180,75,1984-04-08,1984-04-25,1960,12,10,Lompoc,CA,USA
12486,Alvin,Davis,L,R,195,73,1984-04-11,1992-06-25,1960,9,9,Riverside,CA,USA
12487,Jerry,Willard,L,R,195,74,1984-04-11,1994-05-19,1960,3,14,Oxnard,CA,USA
12488,John,Gibbons,R,R,187,71,1984-04-11,1986-10-04,1962,6,8,"Great Falls",MT,USA
12489,Keith,Smith,B,R,175,73,1984-04-12,1985-10-05,1961,10,20,"Los Angeles",CA,USA
12490,Stan,Javier,B,R,185,72,1984-04-15,2001-10-06,1964,1,9,"San Francisco de Macoris",Duarte,D.R.
12491,Tom,Waddell,R,R,185,73,1984-04-15,1987-04-20,1958,9,17,Dundee,Dundee,"United Kingdom"
12492,Chris,Green,L,L,214,74,1984-04-17,1984-08-18,1960,9,5,"Los Angeles",CA,USA
12493,Kelly,Gruber,R,R,180,72,1984-04-20,1993-06-29,1962,2,26,Houston,TX,USA
12494,John,Franco,L,L,170,70,1984-04-24,2005-07-01,1960,9,17,Brooklyn,NY,USA
12495,Bob,Fallon,L,L,200,75,1984-04-26,1985-06-23,1960,2,18,Bronx,NY,USA
12496,Mark,Bailey,B,R,195,77,1984-04-27,1992-08-22,1961,11,4,Springfield,MO,USA
12497,Mark,Grant,R,R,195,74,1984-04-27,1993-07-26,1963,10,24,Aurora,IL,USA
12498,Franklin,Stubbs,L,L,215,74,1984-04-28,1995-09-29,1960,10,21,Laurinburg,NC,USA
12499,Ed,Hodge,L,L,192,74,1984-05-01,1984-09-28,1958,4,19,Bellflower,CA,USA
12500,Kirby,Puckett,R,R,178,68,1984-05-08,1995-09-28,1960,3,14,Chicago,IL,USA
12501,Mike,Hart,L,L,185,71,1984-05-08,1987-10-04,1958,2,17,Milwaukee,WI,USA
12502,Clay,Christiansen,R,R,205,77,1984-05-10,1984-09-29,1958,6,28,Wichita,KS,USA
12503,Tom,Nieto,R,R,193,73,1984-05-10,1990-09-29,1960,10,27,Downey,CA,USA
12504,Daryl,Boston,L,L,185,75,1984-05-13,1994-08-11,1963,1,4,Cincinnati,OH,USA
12505,Roger,Clemens,R,R,205,76,1984-05-15,2007-09-16,1962,8,4,Dayton,OH,USA
12506,Steve,Farr,R,R,198,70,1984-05-16,1994-08-08,1956,12,12,Cheverly,MD,USA
12507,Benny,Distefano,L,L,195,73,1984-05-18,1992-08-05,1962,1,23,Brooklyn,NY,USA
12508,Eric,Davis,R,R,165,74,1984-05-19,2001-10-07,1962,5,29,"Los Angeles",CA,USA
12509,Lemmie,Miller,R,R,190,73,1984-05-22,1984-06-02,1960,6,2,Dallas,TX,USA
12510,Jim,Pankovits,R,R,170,70,1984-05-27,1990-09-19,1955,8,6,"Pennington Gap",VA,USA
12511,Jeff,Cornell,B,R,170,71,1984-06-02,1984-08-16,1957,2,10,"Kansas City",MO,USA
12512,Jack,Lazorko,R,R,200,71,1984-06-04,1988-09-27,1956,3,30,Hoboken,NJ,USA
12513,Carl,Willis,L,R,210,76,1984-06-09,1995-05-03,1960,12,28,Danville,VA,USA
12514,Mark,Salas,L,R,180,72,1984-06-19,1991-10-05,1961,3,8,Montebello,CA,USA
12515,John,Russell,R,R,200,72,1984-06-22,1993-10-02,1961,1,5,"Oklahoma City",OK,USA
12516,Toby,Hernandez,R,R,160,73,1984-06-22,1984-09-18,1958,11,30,Calabozo,Guarico,Venezuela
12517,Roy,Smith,R,R,200,75,1984-06-23,1991-08-16,1961,9,6,"Mount Vernon",NY,USA
12518,Jim,Presley,R,R,200,73,1984-06-24,1991-06-07,1961,10,23,Pensacola,FL,USA
12519,Ken,Howell,R,R,200,75,1984-06-25,1990-08-05,1960,11,28,Detroit,MI,USA
12520,Andre,David,L,L,170,72,1984-06-29,1986-06-10,1958,5,18,Hollywood,CA,USA
12521,Ray,Krawczyk,R,R,184,73,1984-06-29,1989-04-28,1959,10,9,Sewickley,PA,USA
12522,Mickey,Tettleton,B,R,200,74,1984-06-30,1997-07-02,1960,9,16,"Oklahoma City",OK,USA
12523,Doug,Baker,B,R,165,69,1984-07-02,1990-04-12,1961,4,3,Fullerton,CA,USA
12524,Kurt,Kepshire,L,R,180,73,1984-07-04,1986-04-23,1959,7,3,Bridgeport,CT,USA
12525,Mike,Pagliarulo,L,R,205,73,1984-07-07,1995-10-01,1960,3,15,Medford,MA,USA
12526,Jay,Tibbs,R,R,185,75,1984-07-15,1990-07-07,1962,1,4,Birmingham,AL,USA
12527,Willie,Lozado,R,R,166,72,1984-07-16,1984-09-30,1959,5,12,"New York",NY,USA
12528,Terry,Pendleton,B,R,178,69,1984-07-18,1998-09-25,1960,7,16,"Los Angeles",CA,USA
12529,Jeff,Zaske,R,R,180,77,1984-07-21,1984-07-28,1960,10,6,Seattle,WA,USA
12530,Victor,Mata,R,R,165,73,1984-07-22,1985-06-11,1961,6,17,Santiago,Santiago,D.R.
12531,Jeff,Kunkel,R,R,180,74,1984-07-23,1992-09-14,1962,3,25,"West Palm Beach",FL,USA
12532,Rene,Gonzales,R,R,180,75,1984-07-27,1997-09-28,1960,9,3,Austin,TX,USA
12533,Ed,Amelung,L,L,180,71,1984-07-28,1986-07-07,1959,4,13,Fullerton,CA,USA
12534,Wes,Gardner,R,R,197,76,1984-07-29,1991-08-03,1961,4,29,Benton,AR,USA
12535,Tony,Brewer,R,R,190,71,1984-08-01,1984-09-30,1957,11,25,Coushatta,LA,USA
12536,Denny,Gonzalez,R,R,165,71,1984-08-06,1989-09-21,1963,7,22,"Sabana Grande de Boya","Monte Plata",D.R.
12537,Jim,Deshaies,L,L,222,76,1984-08-07,1995-07-30,1960,6,23,Massena,NY,USA
12538,Joe,Hesketh,L,L,170,74,1984-08-07,1994-08-07,1959,2,15,Lackawanna,NY,USA
12539,Charlie,Mitchell,R,R,170,75,1984-08-09,1985-09-10,1962,6,24,Dickson,TN,USA
12540,Mark,Brown,B,R,190,74,1984-08-09,1985-08-11,1959,7,13,"Bellows Falls",VT,USA
12541,Ivan,Calderon,R,R,220,73,1984-08-10,1993-10-03,1962,3,19,Fajardo,,P.R.
12542,Darrell,Miller,R,R,200,74,1984-08-14,1988-10-01,1958,2,26,Washington,DC,USA
12543,Ron,Robinson,R,R,235,76,1984-08-14,1992-07-02,1962,3,24,Exeter,CA,USA
12544,Randy,Gomez,R,R,185,70,1984-08-21,1984-09-30,1957,2,4,"San Mateo",CA,USA
12545,Junior,Noboa,R,R,155,70,1984-08-22,1994-08-05,1964,11,10,Azua,Azua,D.R.
12546,Mike,Payne,R,R,165,71,1984-08-22,1984-09-17,1961,11,15,Woonsocket,RI,USA
12547,Francisco,Melendez,L,L,190,72,1984-08-26,1989-10-01,1964,1,25,"Rio Piedras",,P.R.
12548,Curt,Wardle,L,L,220,77,1984-08-30,1985-10-05,1960,11,16,Downey,CA,USA
12549,Calvin,Schiraldi,R,R,215,77,1984-09-01,1991-07-03,1962,6,16,Houston,TX,USA
12550,Herm,Winningham,L,R,185,71,1984-09-01,1992-10-03,1961,12,1,Orangeburg,SC,USA
12551,Jeff,Moronko,R,R,190,74,1984-09-01,1987-07-19,1959,8,17,Houston,TX,USA
12552,Rick,Schu,R,R,170,72,1984-09-01,1996-08-14,1962,1,26,Philadelphia,PA,USA
12553,Dave,Leiper,L,L,160,73,1984-09-02,1996-09-22,1962,6,18,Whittier,CA,USA
12554,Glenn,Davis,R,R,205,75,1984-09-02,1993-05-23,1961,3,28,Jacksonville,FL,USA
12555,Jeff,Calhoun,L,L,190,74,1984-09-02,1988-04-14,1958,4,11,"La Grange",GA,USA
12556,Chris,Brown,R,R,185,72,1984-09-03,1989-05-16,1961,8,15,Jackson,MS,USA
12557,Doug,Loman,L,L,185,71,1984-09-03,1985-05-11,1958,5,9,Bakersfield,CA,USA
12558,Steve,Kiefer,R,R,175,73,1984-09-03,1989-08-22,1960,10,18,Chicago,IL,USA
12559,Kevin,Buckley,R,R,200,73,1984-09-04,1984-09-25,1959,1,16,Quincy,MA,USA
12560,Kevin,Mitchell,R,R,186,70,1984-09-04,1998-08-03,1962,1,13,"San Diego",CA,USA
12561,Milt,Thompson,L,R,170,71,1984-09-04,1996-07-28,1959,1,5,Washington,DC,USA
12562,Nelson,Simmons,B,R,185,73,1984-09-04,1987-05-08,1963,6,27,Washington,DC,USA
12563,Rob,Deer,R,R,210,75,1984-09-04,1996-08-05,1960,9,29,Orange,CA,USA
12564,Roger,Mason,R,R,215,78,1984-09-04,1994-08-11,1957,9,18,Bellaire,MI,USA
12565,Jim,Scranton,R,R,175,72,1984-09-05,1985-10-06,1960,4,5,Torrance,CA,USA
12566,Jose,Roman,R,R,175,72,1984-09-05,1986-08-27,1963,5,21,"Puerto Plata","Puerto Plata",D.R.
12567,Ron,Shepherd,R,R,175,76,1984-09-05,1986-10-05,1960,10,27,Longview,TX,USA
12568,Vic,Rodriguez,R,R,173,71,1984-09-05,1989-07-30,1961,7,14,"New York",NY,USA
12569,Danny,Tartabull,R,R,185,73,1984-09-07,1997-04-07,1962,10,30,"San Juan",,P.R.
12570,Dave,Valle,R,R,200,74,1984-09-07,1996-09-29,1960,10,30,Bayside,NY,USA
12571,Dwayne,Henry,R,R,205,75,1984-09-07,1995-09-30,1962,2,16,Elkton,MD,USA
12572,Wade,Rowdon,R,R,170,74,1984-09-08,1988-06-19,1960,9,7,Riverhead,NY,USA
12573,Mike,LaValliere,L,R,180,70,1984-09-09,1995-09-22,1960,8,18,Charlotte,NC,USA
12574,Rex,Hudler,R,R,180,73,1984-09-09,1998-06-23,1960,9,2,Tempe,AZ,USA
12575,Scott,Bradley,L,R,185,71,1984-09-09,1992-06-13,1960,3,22,"Glen Ridge",NJ,USA
12576,Tom,Browning,L,L,190,73,1984-09-09,1995-05-19,1960,4,28,Casper,WY,USA
12577,Billy,Hatcher,R,R,175,69,1984-09-10,1995-05-09,1960,10,4,Williams,AZ,USA
12578,Dave,Leeper,L,L,170,71,1984-09-10,1985-10-06,1959,10,30,"Santa Ana",CA,USA
12579,Scott,Earl,R,R,165,71,1984-09-10,1984-09-30,1960,9,18,Seymour,IN,USA
12580,Zane,Smith,L,L,185,74,1984-09-10,1996-07-05,1960,12,28,Madison,WI,USA
12581,Randy,"St. Claire",R,R,180,75,1984-09-11,1994-05-31,1960,8,23,"Glens Falls",NY,USA
12582,Lee,Guetterman,L,L,225,80,1984-09-12,1996-07-13,1958,11,22,Chattanooga,TN,USA
12583,Randy,"O'Neal",R,R,195,74,1984-09-12,1990-10-02,1960,8,30,Ashland,KY,USA
12584,Billy,Beane,R,R,195,76,1984-09-13,1989-10-01,1962,3,29,Orlando,FL,USA
12585,John,Christensen,R,R,205,75,1984-09-13,1988-10-01,1960,9,15,Downey,CA,USA
12586,Jose,Uribe,B,R,155,70,1984-09-13,1993-10-03,1959,1,21,"San Cristobal","San Cristobal",D.R.
12587,Alvaro,Espinoza,R,R,170,72,1984-09-14,1997-07-12,1962,2,19,Valencia,Carabobo,Venezuela
12588,Mike,Bielecki,R,R,195,75,1984-09-14,1997-08-16,1959,7,31,Baltimore,MD,USA
12589,Freddie,Toliver,R,R,165,73,1984-09-15,1993-07-04,1961,2,3,Natchez,MS,USA
12590,Jeff,Barkley,B,R,185,75,1984-09-16,1985-07-26,1959,11,21,Hickory,NC,USA
12591,Ron,Meridith,L,L,175,72,1984-09-16,1987-06-05,1956,11,26,"San Pedro",CA,USA
12592,Stew,Cliburn,R,R,195,72,1984-09-17,1988-10-01,1956,12,19,Jackson,MS,USA
12593,Dave,Smith,R,R,190,73,1984-09-18,1985-09-14,1957,8,30,Tomball,TX,USA
12594,Larry,Sheets,L,R,217,75,1984-09-18,1993-10-01,1959,12,6,Staunton,VA,USA
12595,Ramon,Romero,L,L,170,76,1984-09-18,1985-09-21,1959,1,8,"San Pedro de Macoris","San Pedro de Macoris",D.R.
12596,Nate,Snell,R,R,190,76,1984-09-20,1987-09-29,1952,9,2,Orangeburg,SC,USA
12597,Jim,Traber,L,L,194,72,1984-09-21,1989-10-01,1961,12,26,Columbus,OH,USA
12598,Ken,Dixon,B,R,166,71,1984-09-22,1987-09-14,1960,10,17,Monroe,VA,USA
12599,Chris,Pittaro,B,R,170,71,1985-04-08,1987-10-04,1961,9,16,Trenton,NJ,USA
12600,Lou,Thornton,L,R,185,74,1985-04-08,1990-04-24,1963,4,26,Montgomery,AL,USA
12601,Tim,Burke,R,R,205,75,1985-04-08,1992-09-22,1959,2,19,Omaha,NE,USA
12602,Mariano,Duncan,R,R,160,72,1985-04-09,1997-09-17,1963,3,13,"San Pedro de Macoris","San Pedro de Macoris",D.R.
12603,Ozzie,Guillen,L,R,150,71,1985-04-09,2000-10-01,1964,1,20,"Ocumare del Tuy",Miranda,Venezuela
12604,Pat,Clements,R,L,175,72,1985-04-09,1992-09-27,1962,2,2,McCloud,CA,USA
12605,Shawon,Dunston,R,R,175,73,1985-04-09,2002-09-29,1963,3,21,Brooklyn,NY,USA
12606,Jim,Weaver,L,L,190,75,1985-04-10,1989-09-30,1959,10,10,Kingston,NY,USA
12607,Manuel,Lee,B,R,145,70,1985-04-10,1995-04-26,1965,6,17,"San Pedro de Macoris","San Pedro de Macoris",D.R.
12608,Craig,Gerber,L,R,175,72,1985-04-11,1985-10-06,1959,1,8,Chicago,IL,USA
12609,Jeff,Kaiser,R,L,195,75,1985-04-11,1993-05-17,1960,7,24,Wyandotte,MI,USA
12610,Mike,Gallego,R,R,160,68,1985-04-11,1997-07-23,1960,10,31,Whittier,CA,USA
12611,Roger,McDowell,R,R,175,73,1985-04-11,1996-08-14,1960,12,21,Cincinnati,OH,USA
12612,Terry,Blocker,L,L,195,74,1985-04-11,1989-06-11,1959,8,18,Columbia,SC,USA
12613,Bob,Kipper,R,L,200,74,1985-04-12,1992-07-27,1964,7,8,Aurora,IL,USA
12614,Rich,Yett,R,R,187,74,1985-04-13,1990-04-25,1962,10,6,Pomona,CA,USA
12615,Ron,Mathis,R,R,175,72,1985-04-13,1987-07-04,1958,9,25,"Kansas City",MO,USA
12616,Mike,Trujillo,R,R,180,73,1985-04-14,1989-06-17,1960,1,12,Denver,CO,USA
12617,Tom,Klawitter,R,L,190,74,1985-04-14,1985-05-21,1958,6,24,"La Crosse",WI,USA
12618,Bill,Latham,L,L,190,74,1985-04-15,1986-10-01,1960,8,29,Birmingham,AL,USA
12619,Steve,Lyons,L,R,190,75,1985-04-15,1993-10-03,1960,6,3,Tacoma,WA,USA
12620,Vince,Coleman,B,R,170,72,1985-04-18,1997-04-14,1961,9,22,Jacksonville,FL,USA
12621,Teddy,Higuera,B,L,178,70,1985-04-23,1994-08-09,1957,11,9,"Los Mochis",Sinaloa,Mexico
12622,Ty,Gainey,L,R,190,73,1985-04-24,1987-10-03,1960,12,25,Cheraw,SC,USA
12623,Rich,Thompson,R,R,225,75,1985-04-28,1990-04-22,1958,11,1,"New York",NY,USA
12624,Urbano,Lugo,R,R,185,72,1985-04-28,1990-05-11,1962,8,12,"Punto Fijo",Falcon,Venezuela
12625,Kirk,McCaskill,R,R,190,73,1985-05-01,1996-07-20,1961,4,9,Kapuskasing,ON,CAN
12626,Lenny,Dykstra,L,L,160,70,1985-05-03,1996-05-18,1963,2,10,"Santa Ana",CA,USA
12627,Tim,Birtsas,L,L,240,79,1985-05-03,1990-10-03,1960,9,5,Pontiac,MI,USA
12628,Brian,Fisher,R,R,210,76,1985-05-07,1992-10-04,1962,3,18,Honolulu,HI,USA
12629,Ernie,Riles,L,R,180,73,1985-05-14,1993-10-03,1960,10,2,Cairo,GA,USA
12630,Rocky,Childress,R,R,195,74,1985-05-17,1988-10-01,1962,2,18,"Santa Rosa",CA,USA
12631,Oddibe,McDowell,L,L,165,69,1985-05-19,1994-08-10,1962,8,25,Hollywood,FL,USA
12632,Jack,Howell,L,R,180,72,1985-05-20,1999-07-17,1961,8,18,Tucson,AZ,USA
12633,Frank,Eufemia,R,R,185,71,1985-05-21,1985-10-01,1959,12,23,Bronx,NY,USA
12634,Bob,Melvin,R,R,205,76,1985-05-25,1994-08-06,1961,10,28,"Palo Alto",CA,USA
12635,Brian,Snyder,L,L,185,75,1985-05-25,1989-06-27,1958,2,20,Flemington,NJ,USA
12636,Dan,Pasqua,L,L,203,72,1985-05-30,1994-05-01,1961,10,17,Yonkers,NY,USA
12637,Steve,Shields,R,R,220,77,1985-06-01,1989-06-19,1958,11,30,Gadsden,AL,USA
12638,Charlie,"O'Brien",R,R,195,74,1985-06-02,2000-06-21,1960,5,1,Tulsa,OK,USA
12639,Randy,Hunt,R,R,185,72,1985-06-04,1986-10-05,1960,1,3,Prattville,AL,USA
12640,Trench,Davis,L,L,171,75,1985-06-04,1987-07-03,1960,9,12,Baltimore,MD,USA
12641,Bill,Swift,R,R,170,72,1985-06-07,1998-09-11,1961,10,27,Portland,ME,USA
12642,Chris,Jones,L,L,183,72,1985-06-08,1986-06-13,1957,7,13,"Los Angeles",CA,USA
12643,Bruce,Tanner,L,R,220,75,1985-06-12,1985-09-28,1961,12,9,"New Castle",PA,USA
12644,Rick,Aguilera,R,R,195,76,1985-06-12,2000-09-06,1961,12,31,"San Gabriel",CA,USA
12645,Bill,Wilkinson,R,L,160,70,1985-06-13,1988-10-02,1964,8,10,Greybull,WY,USA
12646,Al,Newman,B,R,175,69,1985-06-14,1992-10-03,1960,6,30,"Kansas City",MO,USA
12647,Steve,Ontiveros,R,R,180,72,1985-06-14,2000-10-01,1961,3,5,Tularosa,NM,USA
12648,Ed,Wojna,R,R,185,73,1985-06-16,1989-09-30,1960,8,20,Bridgeport,CT,USA
12649,Darrin,Jackson,R,R,185,72,1985-06-17,1999-10-03,1963,8,22,"Los Angeles",CA,USA
12650,Curt,Ford,L,R,150,70,1985-06-22,1990-05-27,1960,10,11,Jackson,MS,USA
12651,Glen,Cook,R,R,180,71,1985-06-23,1985-10-02,1959,9,8,Buffalo,NY,USA
12652,Sam,Khalifa,R,R,170,71,1985-06-25,1987-07-31,1963,12,5,Fontana,CA,USA
12653,Bob,Sebra,R,R,200,74,1985-06-26,1990-06-30,1961,12,11,Ridgewood,NJ,USA
12654,John,Cangelosi,B,L,150,68,1985-06-30,1999-09-22,1963,3,10,Brooklyn,NY,USA
12655,Floyd,Youmans,R,R,180,74,1985-07-01,1989-06-24,1964,5,11,Tampa,FL,USA
12656,Al,Pardo,B,R,187,74,1985-07-03,1989-09-09,1962,9,8,Oviedo,Asturias,Spain
12657,Tom,McCarthy,R,R,180,72,1985-07-05,1989-09-22,1961,6,18,Landstuhl,Rhineland-Palatinate,Germany
12658,Scotti,Madison,B,R,185,71,1985-07-06,1989-10-01,1959,9,12,Pensacola,FL,USA
12659,Dennis,Powell,R,L,175,75,1985-07-07,1993-08-11,1963,8,13,Moultrie,GA,USA
12660,Mark,Knudson,R,R,215,77,1985-07-08,1993-05-14,1960,10,28,Denver,CO,USA
12661,Steve,Lombardozzi,R,R,175,72,1985-07-12,1990-04-11,1960,4,26,Malden,MA,USA
12662,Bob,Buchanan,L,L,185,73,1985-07-13,1989-07-16,1961,5,3,"Ridley Park",PA,USA
12663,Joe,Boever,R,R,200,73,1985-07-19,1996-09-29,1960,10,4,Kirkwood,MO,USA
12664,Steve,Buechele,R,R,190,74,1985-07-19,1995-07-29,1961,9,26,Lancaster,CA,USA
12665,Cecil,Fielder,R,R,230,75,1985-07-20,1998-09-13,1963,9,21,"Los Angeles",CA,USA
12666,Bill,Long,R,R,185,72,1985-07-21,1991-04-14,1960,2,29,Cincinnati,OH,USA
12667,Mark,Gilbert,B,R,175,72,1985-07-21,1985-07-27,1956,8,22,Atlanta,GA,USA
12668,Joe,Johnson,R,R,195,74,1985-07-25,1987-06-21,1961,10,30,Brookline,MA,USA
12669,Charlie,Kerfeld,R,R,225,78,1985-07-27,1990-07-19,1963,9,28,"Knob Noster",MO,USA
12670,Tony,Mack,R,R,177,70,1985-07-27,1985-07-27,1961,4,30,Lexington,KY,USA
12671,Steve,Engel,R,L,216,75,1985-07-30,1985-10-03,1961,12,31,Cincinnati,OH,USA
12672,Bob,Hegman,R,R,180,73,1985-08-08,1985-08-08,1958,2,26,Springfield,MN,USA
12673,Gene,Walter,L,L,200,76,1985-08-09,1988-09-30,1960,11,22,Chicago,IL,USA
12674,Dave,Shipanoff,R,R,185,74,1985-08-10,1985-10-05,1959,11,13,Edmonton,AB,CAN
12675,Tom,Runnells,B,R,175,72,1985-08-10,1986-06-06,1955,4,17,Greeley,CO,USA
12676,Joel,Davis,L,R,205,77,1985-08-11,1988-07-05,1965,1,30,Jacksonville,FL,USA
12677,Lance,McCullers,B,R,185,73,1985-08-12,1992-06-04,1964,3,8,Tampa,FL,USA
12678,Carlos,Ponce,R,R,170,70,1985-08-14,1985-10-06,1959,2,7,"Rio Piedras",,P.R.
12679,Mark,Portugal,R,R,170,72,1985-08-14,1999-09-22,1962,10,30,"Los Angeles",CA,USA
12680,Chuck,Cary,L,L,210,76,1985-08-22,1993-10-02,1960,3,3,Whittier,CA,USA
12681,Andres,Galarraga,R,R,235,75,1985-08-23,2004-10-03,1961,6,18,Caracas,"Distrito Federal",Venezuela
12682,Jeff,Hearron,R,R,195,73,1985-08-25,1986-09-28,1961,11,19,"Long Beach",CA,USA
12683,Steve,Davis,L,L,195,73,1985-08-25,1989-09-19,1960,8,4,"San Antonio",TX,USA
12684,Eric,Bullock,L,L,185,71,1985-08-26,1992-04-30,1960,2,16,"Los Angeles",CA,USA
12685,Todd,Worrell,R,R,215,77,1985-08-28,1997-09-25,1959,9,28,Arcadia,CA,USA
12686,John,Cerutti,L,L,195,74,1985-09-01,1991-10-05,1960,4,28,Albany,NY,USA
12687,Bob,Patterson,R,L,185,74,1985-09-02,1998-07-11,1959,5,16,Jacksonville,FL,USA
12688,Devon,White,B,R,170,73,1985-09-02,2001-10-05,1962,12,29,Kingston,Kingston,Jamaica
12689,Jose,Canseco,R,R,240,76,1985-09-02,2001-10-06,1964,7,2,"La Habana","La Habana",Cuba
12690,Jose,Gonzalez,R,R,190,74,1985-09-02,1992-07-30,1964,11,23,"Puerto Plata","Puerto Plata",D.R.
12691,Reggie,Williams,R,R,185,71,1985-09-02,1988-10-02,1960,8,29,Memphis,TN,USA
12692,Andres,Thomas,R,R,170,73,1985-09-03,1990-09-16,1963,11,10,"Boca Chica","Santo Domingo",D.R.
12693,Matt,Nokes,L,R,185,73,1985-09-03,1995-09-27,1963,10,31,"San Diego",CA,USA
12694,Paul,"O'Neill",L,L,200,76,1985-09-03,2001-10-07,1963,2,25,Columbus,OH,USA
12695,Dennis,Burtt,R,R,180,72,1985-09-04,1986-04-15,1957,11,29,"San Diego",CA,USA
12696,John,Dopson,L,R,205,76,1985-09-04,1994-06-22,1963,7,14,Baltimore,MD,USA
12697,Johnny,Abrego,R,R,185,72,1985-09-04,1985-10-03,1962,7,4,"Corpus Christi",TX,USA
12698,Kevin,Romine,R,R,185,71,1985-09-05,1991-08-04,1961,5,23,Exeter,NH,USA
12699,Mike,Greenwell,L,R,170,72,1985-09-05,1996-09-28,1963,7,18,Louisville,KY,USA
12700,Rob,Woodward,R,R,185,75,1985-09-05,1988-09-26,1962,9,28,Hanover,NH,USA
12701,Jon,Perlman,L,R,185,75,1985-09-06,1988-07-08,1956,12,13,Dallas,TX,USA
12702,Gus,Polidor,R,R,170,72,1985-09-07,1993-07-22,1961,10,26,Caracas,"Distrito Federal",Venezuela
12703,Ralph,Bryant,L,R,200,74,1985-09-08,1987-10-04,1961,5,20,"Fort Gaines",GA,USA
12704,Rich,Surhoff,R,R,210,75,1985-09-08,1985-10-06,1962,10,3,Bronx,NY,USA
12705,Stu,Pederson,L,L,185,72,1985-09-08,1985-10-06,1960,1,28,"Palo Alto",CA,USA
12706,Brian,Holton,R,R,190,74,1985-09-09,1990-07-30,1959,11,29,McKeesport,PA,USA
12707,Jose,Guzman,R,R,160,74,1985-09-10,1994-05-23,1963,4,9,"Santa Isabel",,P.R.
12708,Pat,Keedy,R,R,205,76,1985-09-10,1989-05-03,1958,1,10,Birmingham,AL,USA
12709,"Billy Jo",Robidoux,L,R,200,73,1985-09-11,1990-09-17,1964,1,13,Ware,MA,USA
